index,DateTime,Open,Close,High,Low,Volume,Previous_Close
0,2019-08-29 09:30:00-04:00,43.8,43.79,43.8,43.76,2455,43.12
1,2019-08-29 09:30:05-04:00,43.78,43.8,43.8,43.75,214,43.12
2,2019-08-29 09:30:10-04:00,43.74,43.75,43.75,43.72,165,43.12
3,2019-08-29 09:30:15-04:00,43.74,43.73,43.74,43.72,55,43.12
4,2019-08-29 09:30:20-04:00,43.73,43.73,43.73,43.73,0,43.12
5,2019-08-29 09:30:25-04:00,43.74,43.75,43.76,43.74,114,43.12
6,2019-08-29 09:30:30-04:00,43.77,43.77,43.77,43.75,47,43.12
7,2019-08-29 09:30:35-04:00,43.75,43.75,43.75,43.73,75,43.12
8,2019-08-29 09:30:40-04:00,43.73,43.74,43.75,43.72,431,43.12
9,2019-08-29 09:30:45-04:00,43.73,43.74,43.76,43.73,100,43.12
10,2019-08-29 09:30:50-04:00,43.75,43.75,43.76,43.74,75,43.12
11,2019-08-29 09:30:55-04:00,43.76,43.74,43.78,43.74,305,43.12
12,2019-08-29 09:31:00-04:00,43.77,43.76,43.78,43.76,150,43.12
13,2019-08-29 09:31:05-04:00,43.76,43.76,43.76,43.76,100,43.12
14,2019-08-29 09:31:10-04:00,43.76,43.76,43.78,43.76,166,43.12
15,2019-08-29 09:31:15-04:00,43.78,43.76,43.78,43.76,112,43.12
16,2019-08-29 09:31:20-04:00,43.77,43.72,43.78,43.72,292,43.12
17,2019-08-29 09:31:25-04:00,43.71,43.74,43.74,43.71,13,43.12
18,2019-08-29 09:31:30-04:00,43.74,43.74,43.75,43.72,35,43.12
19,2019-08-29 09:31:35-04:00,43.74,43.74,43.75,43.74,30,43.12
20,2019-08-29 09:31:40-04:00,43.75,43.75,43.76,43.73,35,43.12
21,2019-08-29 09:31:45-04:00,43.74,43.71,43.74,43.71,117,43.12
22,2019-08-29 09:31:50-04:00,43.74,43.71,43.74,43.71,35,43.12
23,2019-08-29 09:31:55-04:00,43.71,43.7,43.74,43.68,104,43.12
24,2019-08-29 09:32:00-04:00,43.68,43.71,43.71,43.68,258,43.12
25,2019-08-29 09:32:05-04:00,43.68,43.68,43.68,43.68,5,43.12
26,2019-08-29 09:32:10-04:00,43.68,43.68,43.68,43.68,0,43.12
27,2019-08-29 09:32:15-04:00,43.67,43.65,43.67,43.62,317,43.12
28,2019-08-29 09:32:20-04:00,43.66,43.65,43.69,43.65,20,43.12
29,2019-08-29 09:32:25-04:00,43.62,43.68,43.69,43.6,385,43.12
30,2019-08-29 09:32:30-04:00,43.66,43.66,43.66,43.65,25,43.12
31,2019-08-29 09:32:35-04:00,43.66,43.62,43.66,43.62,41,43.12
32,2019-08-29 09:32:40-04:00,43.68,43.66,43.68,43.63,46,43.12
33,2019-08-29 09:32:45-04:00,43.65,43.66,43.66,43.65,32,43.12
34,2019-08-29 09:32:50-04:00,43.68,43.68,43.69,43.66,96,43.12
35,2019-08-29 09:32:55-04:00,43.65,43.7,43.7,43.65,10,43.12
36,2019-08-29 09:33:00-04:00,43.68,43.72,43.72,43.67,122,43.12
37,2019-08-29 09:33:05-04:00,43.73,43.72,43.75,43.72,96,43.12
38,2019-08-29 09:33:10-04:00,43.72,43.74,43.74,43.72,46,43.12
39,2019-08-29 09:33:15-04:00,43.76,43.73,43.77,43.73,79,43.12
40,2019-08-29 09:33:20-04:00,43.75,43.73,43.77,43.73,137,43.12
41,2019-08-29 09:33:25-04:00,43.76,43.76,43.78,43.76,90,43.12
42,2019-08-29 09:33:30-04:00,43.76,43.76,43.76,43.76,0,43.12
43,2019-08-29 09:33:35-04:00,43.77,43.77,43.77,43.74,55,43.12
44,2019-08-29 09:33:40-04:00,43.77,43.85,43.85,43.76,526,43.12
45,2019-08-29 09:33:45-04:00,43.82,43.86,43.86,43.81,204,43.12
46,2019-08-29 09:33:50-04:00,43.86,43.81,43.86,43.81,73,43.12
47,2019-08-29 09:33:55-04:00,43.81,43.8,43.82,43.78,279,43.12
48,2019-08-29 09:34:00-04:00,43.8,43.81,43.82,43.8,69,43.12
49,2019-08-29 09:34:05-04:00,43.82,43.85,43.86,43.82,318,43.12
50,2019-08-29 09:34:10-04:00,43.86,43.89,43.9,43.85,540,43.12
51,2019-08-29 09:34:15-04:00,43.87,43.91,43.95,43.87,1558,43.12
52,2019-08-29 09:34:20-04:00,43.91,43.94,43.95,43.91,97,43.12
53,2019-08-29 09:34:25-04:00,43.91,43.91,43.92,43.9,403,43.12
54,2019-08-29 09:34:30-04:00,43.9,43.93,43.95,43.9,149,43.12
55,2019-08-29 09:34:35-04:00,43.95,43.94,43.97,43.92,526,43.12
56,2019-08-29 09:34:40-04:00,43.95,43.92,43.95,43.91,202,43.12
57,2019-08-29 09:34:45-04:00,43.94,43.94,43.94,43.93,142,43.12
58,2019-08-29 09:34:50-04:00,43.95,43.9,43.95,43.9,168,43.12
59,2019-08-29 09:34:55-04:00,43.91,43.93,43.93,43.9,835,43.12
60,2019-08-29 09:35:00-04:00,43.91,43.95,43.95,43.91,4477,43.12
61,2019-08-29 09:35:05-04:00,43.96,43.94,43.96,43.92,227,43.12
62,2019-08-29 09:35:10-04:00,43.94,43.94,43.94,43.9,207,43.12
63,2019-08-29 09:35:15-04:00,43.93,43.94,43.94,43.9,82,43.12
64,2019-08-29 09:35:20-04:00,43.94,43.94,43.94,43.91,200,43.12
65,2019-08-29 09:35:25-04:00,43.93,43.94,43.95,43.92,190,43.12
66,2019-08-29 09:35:30-04:00,43.94,43.93,43.96,43.93,162,43.12
67,2019-08-29 09:35:35-04:00,43.95,43.96,43.96,43.94,135,43.12
68,2019-08-29 09:35:40-04:00,43.96,43.97,43.98,43.94,143,43.12
69,2019-08-29 09:35:45-04:00,43.94,43.93,43.94,43.92,140,43.12
70,2019-08-29 09:35:50-04:00,43.94,43.95,43.96,43.94,133,43.12
71,2019-08-29 09:35:55-04:00,43.95,43.9,43.95,43.9,396,43.12
72,2019-08-29 09:36:00-04:00,43.9,43.87,43.9,43.85,31,43.12
