index,DateTime,Open,Close,High,Low,Volume,Previous_Close,Timestamp,Volume_weighted_avg_price,Number_of_transactions
0,2018-11-15 09:30:00-05:00,164.84,164.61,164.94,164.56,714719,165.14,1542292200000,164.7822,2258
1,2018-11-15 09:31:00-05:00,164.62,164.55,164.73,164.32,281015,165.14,1542292260000,164.5761,1798
2,2018-11-15 09:32:00-05:00,164.56,164.31,164.59,164.17,311776,165.14,1542292320000,164.3473,1654
3,2018-11-15 09:33:00-05:00,164.3,164.42,164.69,164.28,212041,165.14,1542292380000,164.4631,1362
4,2018-11-15 09:34:00-05:00,164.37,164.94,164.94,164.33,296286,165.14,1542292440000,164.5796,1482
5,2018-11-15 09:35:00-05:00,164.94,165.17,165.22,164.9,455645,165.14,1542292500000,165.0762,2306
6,2018-11-15 09:36:00-05:00,165.16,165.27,165.29,164.94,231561,165.14,1542292560000,165.09,1427
7,2018-11-15 09:37:00-05:00,165.27,165.38,165.42,165.22,198357,165.14,1542292620000,165.3297,1152
8,2018-11-15 09:38:00-05:00,165.3772,165.35,165.47,165.25,158146,165.14,1542292680000,165.3961,948
9,2018-11-15 09:39:00-05:00,165.35,165.23,165.35,165.14,236741,165.14,1542292740000,165.2449,1346
10,2018-11-15 09:40:00-05:00,165.23,164.93,165.25,164.81,238046,165.14,1542292800000,164.9603,1695
11,2018-11-15 09:41:00-05:00,164.93,165.33,165.4599,164.89,156542,165.14,1542292860000,165.2806,1172
12,2018-11-15 09:42:00-05:00,165.32,164.99,165.35,164.97,159357,165.14,1542292920000,165.1606,982
13,2018-11-15 09:43:00-05:00,164.98,165.36,165.42,164.91,270534,165.14,1542292980000,165.1402,1775
14,2018-11-15 09:44:00-05:00,165.37,165.81,165.88,165.22,255134,165.14,1542293040000,165.6327,1426
15,2018-11-15 09:45:00-05:00,165.81,165.55,165.84,165.49,347264,165.14,1542293100000,165.753,932
16,2018-11-15 09:46:00-05:00,165.54,165.5,165.64,165.44,112854,165.14,1542293160000,165.5569,778
17,2018-11-15 09:47:00-05:00,165.4999,165.33,165.53,165.2,222707,165.14,1542293220000,165.3365,1479
18,2018-11-15 09:48:00-05:00,165.32,165.5,165.5,165.15,150840,165.14,1542293280000,165.305,861
19,2018-11-15 09:49:00-05:00,165.49,165.65,165.76,165.26,597019,165.14,1542293340000,165.3541,1376
20,2018-11-15 09:50:00-05:00,165.63,165.28,165.63,165.24,270025,165.14,1542293400000,165.493,966
21,2018-11-15 09:51:00-05:00,165.28,165.03,165.28,164.95,134133,165.14,1542293460000,165.0906,820
22,2018-11-15 09:52:00-05:00,165.0272,164.79,165.0531,164.72,148608,165.14,1542293520000,164.9156,974
23,2018-11-15 09:53:00-05:00,164.78,164.97,164.97,164.7232,77045,165.14,1542293580000,164.8752,421
24,2018-11-15 09:54:00-05:00,164.97,165.05,165.17,164.91,134187,165.14,1542293640000,165.0506,964
25,2018-11-15 09:55:00-05:00,165.06,164.94,165.08,164.86,85567,165.14,1542293700000,164.9621,524
26,2018-11-15 09:56:00-05:00,164.94,165.05,165.21,164.93,320195,165.14,1542293760000,165.0281,1535
27,2018-11-15 09:57:00-05:00,165.05,165.06,165.16,165.04,95337,165.14,1542293820000,165.0956,626
28,2018-11-15 09:58:00-05:00,165.05,165,165.13,164.97,240685,165.14,1542293880000,165.0197,1371
29,2018-11-15 09:59:00-05:00,164.995,164.64,165.03,164.581,211068,165.14,1542293940000,164.8166,1516
30,2018-11-15 10:00:00-05:00,164.65,164.82,164.83,164.48,289506,165.14,1542294000000,164.6648,1900
